Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Split,All Gamers,7,0,6,0,2,2,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Bind,Gentle Mates,4,4,0,0,11,1,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Bind,All Gamers,11,1,1,0,4,4,0,0
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Corrode,Nongshim RedForce,12,1,0,0,5,1,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Corrode,G2 Esports,5,1,1,0,12,1,0,0
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Split,Nongshim RedForce,11,0,3,0,8,0,4,0
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Split,G2 Esports,8,0,4,0,11,0,3,0
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Abyss,Nongshim RedForce,3,0,3,1,6,2,5,0
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Abyss,G2 Esports,6,2,5,0,3,0,3,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Pearl,Paper Rex,11,0,1,0,9,1,3,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Pearl,Mega Minors,9,1,3,1,11,0,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Bind,Paper Rex,7,1,2,1,3,5,4,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Bind,Mega Minors,3,5,4,1,7,1,2,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,Haven,G2 Esports,9,2,2,0,5,0,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,Haven,BBL Esports,5,0,0,0,9,2,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,Breeze,G2 Esports,7,1,5,0,8,0,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,Breeze,BBL Esports,8,0,0,0,7,1,5,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Corrode,Paper Rex,6,2,2,0,9,2,1,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Corrode,All Gamers,9,2,1,1,6,2,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Pearl,Paper Rex,10,0,2,1,3,0,4,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Pearl,All Gamers,3,0,4,0,10,0,2,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Split,Paper Rex,9,3,1,0,1,0,3,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Split,All Gamers,1,0,3,0,9,3,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Bind,Nongshim RedForce,7,3,3,0,5,0,3,1
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Bind,Mega Minors,5,0,3,1,7,3,3,0
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Abyss,Nongshim RedForce,9,2,2,0,8,2,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Abyss,Mega Minors,8,2,1,0,9,2,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,Paper Rex,9,1,0,1,12,0,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,G2 Esports,12,0,1,0,9,1,0,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,Paper Rex,8,0,5,0,6,2,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,G2 Esports,6,2,1,0,8,0,5,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,Paper Rex,12,0,1,0,1,1,1,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,G2 Esports,1,1,1,1,12,0,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Mega Minors,6,1,6,0,4,0,4,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Paper Rex,4,0,4,0,6,1,6,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Mega Minors,4,0,3,0,9,2,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Paper Rex,9,2,2,0,4,0,3,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Mega Minors,4,1,1,0,9,0,3,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Paper Rex,9,0,3,1,4,1,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Mega Minors,8,1,0,0,9,3,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Paper Rex,9,3,1,0,8,1,0,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Nongshim RedForce,10,1,2,0,6,0,5,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Paper Rex,6,0,5,0,10,1,2,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Split,Nongshim RedForce,13,0,0,0,4,0,0,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Split,Paper Rex,4,0,0,0,13,0,0,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Abyss,Nongshim RedForce,11,0,2,0,2,0,1,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Abyss,Paper Rex,2,0,1,0,11,0,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Abyss,ENVY,6,0,3,0,8,0,5,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Abyss,Evil Geniuses,8,0,5,0,6,0,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Corrode,ENVY,9,2,2,0,6,1,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Corrode,Evil Geniuses,6,1,3,0,9,2,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,ENVY,11,1,1,0,5,1,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,Evil Geniuses,5,1,3,0,11,1,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,LOUD,6,0,1,0,5,5,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,Cloud9,5,5,3,0,6,0,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,LOUD,9,0,2,0,8,3,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,Cloud9,8,3,1,1,9,0,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,KRÜ Esports,5,3,3,2,8,0,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,FURIA,8,0,2,0,5,3,3,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,5,2,1,0,9,2,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,FURIA,9,2,2,0,5,2,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,3,1,1,0,11,0,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,FURIA,11,0,2,0,3,1,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,8,3,1,1,8,0,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,LEVIATÁN,8,0,1,0,8,3,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,5,4,1,0,7,2,2,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,LEVIATÁN,7,2,2,2,5,4,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,100 Thieves,7,2,3,1,4,0,5,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,LEVIATÁN,4,0,5,0,7,2,3,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Mega Minors,11,2,0,0,2,0,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Cloud9,2,0,0,0,11,2,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Mega Minors,5,1,5,2,4,1,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Cloud9,4,1,4,0,5,1,5,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,MIBR,8,0,5,0,5,1,0,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,ENVY,5,1,0,1,8,0,5,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,MIBR,12,0,1,0,7,4,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,ENVY,7,4,0,0,12,0,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,Sentinels,5,0,0,0,9,1,2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,FURIA,9,1,2,1,5,0,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,Sentinels,6,3,2,0,5,4,2,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,FURIA,5,4,2,2,6,3,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,G2 Esports,8,2,2,1,6,2,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,100 Thieves,6,2,3,0,8,2,2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Corrode,G2 Esports,2,1,0,0,11,0,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Corrode,100 Thieves,11,0,1,1,2,1,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Split,G2 Esports,11,0,2,0,8,0,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Split,100 Thieves,8,0,0,0,11,0,2,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,Breeze,LOUD,10,0,3,0,5,2,4,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,Breeze,100 Thieves,5,2,4,0,10,0,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,Bind,LOUD,3,1,2,0,7,1,3,2
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,Bind,100 Thieves,7,1,3,2,3,1,2,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,Pearl,LOUD,2,0,0,0,7,0,4,2
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,Pearl,100 Thieves,7,0,4,2,2,0,0,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Evil Geniuses vs Sentinels,Abyss,Evil Geniuses,3,2,3,0,9,1,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Evil Geniuses vs Sentinels,Abyss,Sentinels,9,1,3,0,3,2,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Evil Geniuses vs Sentinels,Pearl,Evil Geniuses,6,1,4,0,7,1,3,2
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Evil Geniuses vs Sentinels,Pearl,Sentinels,7,1,3,2,6,1,4,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,Abyss,KRÜ Esports,9,2,2,0,7,0,2,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,Abyss,ENVY,7,0,2,0,9,2,2,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,Pearl,KRÜ Esports,2,0,3,0,10,0,2,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,Pearl,ENVY,10,0,2,1,2,0,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,Breeze,KRÜ Esports,8,0,1,0,8,2,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,Breeze,ENVY,8,2,3,0,8,0,1,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LEVIATÁN vs Cloud9,Pearl,LEVIATÁN,1,1,1,0,5,2,4,2
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LEVIATÁN vs Cloud9,Pearl,Cloud9,5,2,4,2,1,1,1,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LEVIATÁN vs Cloud9,Split,LEVIATÁN,3,1,4,0,4,5,3,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LEVIATÁN vs Cloud9,Split,Cloud9,4,5,3,1,3,1,4,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,100 Thieves vs Sentinels,Corrode,100 Thieves,8,2,2,1,6,0,5,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,100 Thieves vs Sentinels,Corrode,Sentinels,6,0,5,0,8,2,2,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,100 Thieves vs Sentinels,Split,100 Thieves,10,3,3,0,8,2,4,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,100 Thieves vs Sentinels,Split,Sentinels,8,2,4,0,10,3,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,Pearl,ENVY,13,1,4,0,11,2,7,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,Pearl,Cloud9,11,2,7,0,13,1,4,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,Breeze,ENVY,10,2,1,0,6,1,1,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,Breeze,Cloud9,6,1,1,0,10,2,1,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,Split,ENVY,6,4,1,0,9,2,2,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,Split,Cloud9,9,2,2,0,6,4,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,Abyss,Mega Minors,7,4,0,2,5,0,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,Abyss,MIBR,5,0,1,0,7,4,0,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,Split,Mega Minors,4,2,3,2,6,3,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,Split,MIBR,6,3,4,0,4,2,3,2
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,Breeze,Mega Minors,4,2,1,1,9,1,3,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,Breeze,MIBR,9,1,3,0,4,2,1,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Abyss,FURIA,7,0,6,0,3,3,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Abyss,G2 Esports,3,3,1,0,7,0,6,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Bind,FURIA,2,0,3,1,8,2,2,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Bind,G2 Esports,8,2,2,1,2,0,3,1
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,FURIA,10,2,1,0,1,0,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,G2 Esports,1,0,2,0,10,2,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,LOUD,2,3,0,0,7,0,6,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Evil Geniuses,7,0,6,0,2,3,0,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,LOUD,7,0,5,0,4,3,5,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Evil Geniuses,4,3,5,2,7,0,5,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,KRÜ Esports,1,2,0,1,8,0,3,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,LEVIATÁN,8,0,3,2,1,2,0,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,KRÜ Esports,5,1,2,2,6,3,3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,LEVIATÁN,6,3,3,1,5,1,2,2
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,Mega Minors,5,5,3,0,8,0,1,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,100 Thieves,8,0,1,0,5,5,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Corrode,Mega Minors,9,2,2,0,7,4,0,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Corrode,100 Thieves,7,4,0,0,9,2,2,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,G2 Esports vs Cloud9,Corrode,G2 Esports,10,3,0,0,6,3,2,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,G2 Esports vs Cloud9,Corrode,Cloud9,6,3,2,0,10,3,0,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,G2 Esports vs Cloud9,Bind,G2 Esports,10,0,2,1,4,2,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,G2 Esports vs Cloud9,Bind,Cloud9,4,2,3,0,10,0,2,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,ENVY vs Evil Geniuses,Pearl,ENVY,8,3,3,0,9,1,6,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,ENVY vs Evil Geniuses,Pearl,Evil Geniuses,9,1,6,0,8,3,3,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,ENVY vs Evil Geniuses,Corrode,ENVY,4,1,0,0,10,0,3,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,ENVY vs Evil Geniuses,Corrode,Evil Geniuses,10,0,3,0,4,1,0,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,Sentinels vs LEVIATÁN,Corrode,Sentinels,5,1,3,1,5,3,5,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,Sentinels vs LEVIATÁN,Corrode,LEVIATÁN,5,3,5,0,5,1,3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,Sentinels vs LEVIATÁN,Bind,Sentinels,6,2,2,2,10,1,3,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,Sentinels vs LEVIATÁN,Bind,LEVIATÁN,10,1,3,0,6,2,2,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,Haven,100 Thieves,8,4,1,0,7,3,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,Haven,Evil Geniuses,7,3,1,0,8,4,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,Bind,100 Thieves,10,1,4,0,6,1,5,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,Bind,Evil Geniuses,6,1,5,1,10,1,4,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,Cloud9,6,2,3,2,4,0,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,LEVIATÁN,4,0,1,0,6,2,3,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,Cloud9,10,0,1,2,6,0,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,LEVIATÁN,6,0,1,0,10,0,1,2
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,Mega Minors,1,2,0,0,9,1,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,G2 Esports,9,1,3,0,1,2,0,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,Mega Minors,5,1,2,0,13,0,0,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,G2 Esports,13,0,0,0,5,1,2,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,100 Thieves,4,3,6,1,6,2,4,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,Cloud9,6,2,4,0,4,3,6,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,100 Thieves,6,2,2,1,11,0,2,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,Cloud9,11,0,2,0,6,2,2,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,100 Thieves,10,2,1,0,2,0,0,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,Cloud9,2,0,0,0,10,2,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,MIBR,4,4,2,3,4,3,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,FURIA,4,3,1,0,4,4,2,3
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,MIBR,5,1,2,0,8,4,1,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,FURIA,8,4,1,0,5,1,2,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,MIBR,5,2,3,1,7,2,4,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,FURIA,7,2,4,0,5,2,3,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,MIBR,6,0,6,1,2,0,0,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,FURIA,2,0,0,0,6,0,6,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,MIBR,3,3,2,0,8,1,2,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,FURIA,8,1,2,2,3,3,2,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,Mega Minors,7,4,2,0,2,0,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,100 Thieves,2,0,1,0,7,4,2,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,Mega Minors,9,1,1,2,6,1,0,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,100 Thieves,6,1,0,1,9,1,1,2
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,MIBR,5,1,0,0,10,2,1,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,G2 Esports,10,2,1,0,5,1,0,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,MIBR,2,0,2,0,9,1,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,G2 Esports,9,1,3,0,2,0,2,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Corrode,MIBR,5,0,2,0,10,0,3,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Corrode,G2 Esports,10,0,3,0,5,0,2,0
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Bind,MIBR,11,1,1,0,5,1,1,2
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Bind,Mega Minors,5,1,1,2,11,1,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Corrode,MIBR,7,3,3,0,3,1,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Corrode,Mega Minors,3,1,1,0,7,3,3,0
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Split,MIBR,7,2,1,0,7,3,2,1
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Split,Mega Minors,7,3,2,1,7,2,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Abyss,MIBR,4,0,0,0,10,0,2,1
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Abyss,Mega Minors,10,0,2,1,4,0,0,0
