Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,2,FNATIC,,8.7k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,3,GIANTX,,12.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,3,FNATIC,,0.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,4,GIANTX,,11.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,4,FNATIC,,10.6k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,5,GIANTX,,12.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,5,FNATIC,,7.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,6,GIANTX,,24.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,6,FNATIC,,6.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,7,GIANTX,,29.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,7,FNATIC,,5.5k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,8,GIANTX,,17.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,8,FNATIC,,9.1k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,9,GIANTX,,16.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,9,FNATIC,,2.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,10,GIANTX,,25.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,10,FNATIC,,10.6k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,11,GIANTX,,30.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,11,FNATIC,,4.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,12,GIANTX,,30.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,12,FNATIC,,0.8k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,13,GIANTX,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,13,FNATIC,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,14,GIANTX,,0.7k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,14,FNATIC,,0.4k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,15,GIANTX,,11.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,15,FNATIC,,0.7k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,16,GIANTX,,1.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,16,FNATIC,,2.5k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,1,GIANTX,,0.4k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,1,FNATIC,,0.4k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,2,GIANTX,,9.5k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,2,FNATIC,,4.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,3,GIANTX,,1.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,3,FNATIC,,13.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,4,GIANTX,,10.0k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,4,FNATIC,,18.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,5,GIANTX,,3.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,5,FNATIC,,18.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,6,GIANTX,,9.4k,Semi-eco: 5-10k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,6,FNATIC,,23.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,7,GIANTX,,13.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,7,FNATIC,,13.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,8,GIANTX,,5.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,8,FNATIC,,24.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,9,GIANTX,,8.4k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,9,FNATIC,,20.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,10,GIANTX,,3.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,10,FNATIC,,31.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,11,GIANTX,,0.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,11,FNATIC,,31.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,12,GIANTX,,0.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,12,FNATIC,,28.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,13,GIANTX,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,13,FNATIC,,0.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,14,GIANTX,,4.7k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,14,FNATIC,,8.8k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,15,GIANTX,,16.4k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,15,FNATIC,,1.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,16,GIANTX,,5.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,16,FNATIC,,10.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,17,GIANTX,,14.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,17,FNATIC,,3.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,18,GIANTX,,9.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,18,FNATIC,,11.9k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,19,GIANTX,,8.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,19,FNATIC,,6.9k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,20,GIANTX,,1.2k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Bind,20,FNATIC,,10.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,1,GIANTX,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,1,FNATIC,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,2,GIANTX,,2.2k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,2,FNATIC,,8.3k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,3,GIANTX,,10.6k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,3,FNATIC,,9.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,4,GIANTX,,0.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,4,FNATIC,,20.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,5,GIANTX,,2.1k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,5,FNATIC,,12.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,6,GIANTX,,9.7k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,6,FNATIC,,11.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,7,GIANTX,,7.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,7,FNATIC,,6.2k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,8,GIANTX,,8.1k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,8,FNATIC,,4.9k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,9,GIANTX,,2.1k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,9,FNATIC,,10.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,10,GIANTX,,7.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,10,FNATIC,,3.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,11,GIANTX,,13.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,11,FNATIC,,5.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,12,GIANTX,,18.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,12,FNATIC,,1.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,13,GIANTX,,0.0k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,13,FNATIC,,0.5k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,14,GIANTX,,3.1k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,14,FNATIC,,9.5k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,15,GIANTX,,13.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,15,FNATIC,,1.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,16,GIANTX,,4.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,16,FNATIC,,3.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,17,GIANTX,,9.6k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,17,FNATIC,,8.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,18,GIANTX,,4.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,18,FNATIC,,22.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,19,GIANTX,,7.7k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,19,FNATIC,,27.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,20,GIANTX,,2.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,20,FNATIC,,28.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,21,GIANTX,,0.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,21,FNATIC,,39.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,22,GIANTX,,0.4k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Breeze,22,FNATIC,,37.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,1,Karmine Corp,,0.6k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,1,FUT Esports,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,2,Karmine Corp,,3.0k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,2,FUT Esports,,9.0k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,3,Karmine Corp,,12.2k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,3,FUT Esports,,0.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,4,Karmine Corp,,16.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,4,FUT Esports,,7.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,5,Karmine Corp,,8.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,5,FUT Esports,,11.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,6,Karmine Corp,,6.4k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,6,FUT Esports,,17.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,7,Karmine Corp,,7.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,7,FUT Esports,,4.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,8,Karmine Corp,,11.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,8,FUT Esports,,2.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,9,Karmine Corp,,3.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,9,FUT Esports,,12.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,10,Karmine Corp,,9.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,10,FUT Esports,,2.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,11,Karmine Corp,,16.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,11,FUT Esports,,9.0k,Semi-eco: 5-10k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,12,Karmine Corp,,11.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,12,FUT Esports,,1.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,13,Karmine Corp,,0.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,13,FUT Esports,,0.2k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,14,Karmine Corp,,9.8k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,14,FUT Esports,,3.3k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,15,Karmine Corp,,0.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,15,FUT Esports,,12.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,16,Karmine Corp,,5.4k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,16,FUT Esports,,8.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,17,Karmine Corp,,4.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,17,FUT Esports,,0.4k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,18,Karmine Corp,,12.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,18,FUT Esports,,6.3k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,19,Karmine Corp,,8.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,19,FUT Esports,,1.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,20,Karmine Corp,,2.7k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,20,FUT Esports,,6.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,21,Karmine Corp,,5.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,21,FUT Esports,,0.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,22,Karmine Corp,,9.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Haven,22,FUT Esports,,0.4k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,1,Karmine Corp,,0.4k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,1,FUT Esports,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,2,Karmine Corp,,10.1k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,2,FUT Esports,,2.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,3,Karmine Corp,,0.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,3,FUT Esports,,15.6k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,4,Karmine Corp,,9.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,4,FUT Esports,,2.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,5,Karmine Corp,,19.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,5,FUT Esports,,8.7k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,6,Karmine Corp,,27.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,6,FUT Esports,,2.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,7,Karmine Corp,,17.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,7,FUT Esports,,8.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,8,Karmine Corp,,9.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,8,FUT Esports,,7.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,9,Karmine Corp,,5.7k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,9,FUT Esports,,10.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,10,Karmine Corp,,8.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,10,FUT Esports,,3.2k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,11,Karmine Corp,,12.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,11,FUT Esports,,6.1k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,12,Karmine Corp,,8.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,12,FUT Esports,,9.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,13,Karmine Corp,,0.5k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,13,FUT Esports,,0.3k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,14,Karmine Corp,,9.8k,Eco: 0-5k,Loss
