Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,1,ENVY,,0.1k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,2,MIBR,,2.1k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,2,ENVY,,9.4k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,3,MIBR,,15.1k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,3,ENVY,,0.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,4,MIBR,,3.1k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,4,ENVY,,4.0k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,5,MIBR,,7.5k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,5,ENVY,,8.8k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,6,MIBR,,14.4k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,6,ENVY,,0.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,7,MIBR,,4.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,7,ENVY,,5.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,8,MIBR,,6.2k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,8,ENVY,,10.2k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,9,MIBR,,17.6k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,9,ENVY,,0.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,10,MIBR,,4.5k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,10,ENVY,,2.7k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,11,MIBR,,12.0k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,11,ENVY,,9.0k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,12,MIBR,,8.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,12,ENVY,,1.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,13,MIBR,,0.2k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,13,ENVY,,0.1k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,14,MIBR,,9.3k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,14,ENVY,,2.0k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,15,MIBR,,0.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,15,ENVY,,12.5k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,16,MIBR,,7.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,16,ENVY,,3.2k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,17,MIBR,,9.2k,Semi-eco: 5-10k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,17,ENVY,,9.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,18,MIBR,,7.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,18,ENVY,,1.7k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,19,MIBR,,2.6k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,19,ENVY,,8.7k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,20,MIBR,,8.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,20,ENVY,,0.6k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,1,MIBR,,0.5k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,1,ENVY,,0.2k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,2,MIBR,,8.2k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,2,ENVY,,0.5k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,3,MIBR,,1.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,3,ENVY,,10.7k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,4,MIBR,,10.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,4,ENVY,,1.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,5,MIBR,,10.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,5,ENVY,,8.5k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,6,MIBR,,21.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,6,ENVY,,0.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,7,MIBR,,27.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,7,ENVY,,9.5k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,8,MIBR,,27.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,8,ENVY,,2.2k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,9,MIBR,,24.1k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,9,ENVY,,6.7k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,10,MIBR,,29.5k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,10,ENVY,,0.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,11,MIBR,,21.6k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,11,ENVY,,7.4k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,12,MIBR,,19.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,12,ENVY,,0.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,13,MIBR,,0.2k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,13,ENVY,,0.2k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,14,MIBR,,9.0k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,14,ENVY,,0.8k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,15,MIBR,,1.4k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,15,ENVY,,4.1k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,16,MIBR,,9.0k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,16,ENVY,,4.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,17,MIBR,,4.8k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,17,ENVY,,6.1k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,18,MIBR,,2.9k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,18,ENVY,,2.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,19,MIBR,,13.5k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,19,ENVY,,7.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,20,MIBR,,4.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,20,ENVY,,5.3k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,21,MIBR,,16.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,21,ENVY,,9.1k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,22,MIBR,,11.6k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,22,ENVY,,3.8k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,23,MIBR,,9.9k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,23,ENVY,,3.2k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,24,MIBR,,0.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,24,ENVY,,5.3k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,1,Sentinels,,0.2k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,1,FURIA,,0.3k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,2,Sentinels,,8.3k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,2,FURIA,,1.9k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,3,Sentinels,,1.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,3,FURIA,,12.5k,Semi-eco: 5-10k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,4,Sentinels,,10.4k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,4,FURIA,,12.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,5,Sentinels,,2.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,5,FURIA,,14.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,6,Sentinels,,9.6k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,6,FURIA,,18.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,7,Sentinels,,3.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,7,FURIA,,21.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,8,Sentinels,,4.5k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,8,FURIA,,6.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,9,Sentinels,,4.6k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,9,FURIA,,10.1k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,10,Sentinels,,9.1k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,10,FURIA,,20.0k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,11,Sentinels,,3.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,11,FURIA,,19.7k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,12,Sentinels,,0.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,12,FURIA,,6.0k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,13,Sentinels,,0.2k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,13,FURIA,,0.1k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,14,Sentinels,,1.4k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,14,FURIA,,7.6k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,15,Sentinels,,16.1k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,15,FURIA,,0.6k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,16,Sentinels,,4.5k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,16,FURIA,,12.0k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,17,Sentinels,,0.7k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,17,FURIA,,12.6k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,18,Sentinels,,0.3k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,18,FURIA,,6.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,1,Sentinels,,0.1k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,1,FURIA,,0.1k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,2,Sentinels,,0.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,2,FURIA,,8.7k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,3,Sentinels,,13.6k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,3,FURIA,,1.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,4,Sentinels,,22.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,4,FURIA,,8.6k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,5,Sentinels,,17.3k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,5,FURIA,,1.1k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,6,Sentinels,,7.3k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,6,FURIA,,4.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,7,Sentinels,,3.1k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,7,FURIA,,15.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,8,Sentinels,,10.8k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,8,FURIA,,19.5k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,9,Sentinels,,5.2k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,9,FURIA,,11.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,10,Sentinels,,10.1k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,10,FURIA,,19.1k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,11,Sentinels,,3.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,11,FURIA,,32.2k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,12,Sentinels,,4.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,12,FURIA,,12.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,13,Sentinels,,0.2k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,13,FURIA,,0.1k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,14,Sentinels,,4.0k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,14,FURIA,,8.5k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,15,Sentinels,,12.0k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,15,FURIA,,0.5k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,16,Sentinels,,4.6k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,16,FURIA,,4.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,17,Sentinels,,4.9k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,17,FURIA,,14.0k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,18,Sentinels,,3.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,18,FURIA,,16.2k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,19,Sentinels,,6.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,19,FURIA,,3.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,20,Sentinels,,18.2k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,20,FURIA,,4.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,21,Sentinels,,17.5k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,21,FURIA,,11.5k,Semi-eco: 5-10k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,22,Sentinels,,8.4k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,22,FURIA,,2.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,23,Sentinels,,2.5k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,23,FURIA,,7.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,24,Sentinels,,6.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,24,FURIA,,0.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,1,G2 Esports,,0.3k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,1,100 Thieves,,0.2k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,2,G2 Esports,,2.0k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,2,100 Thieves,,8.4k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,3,G2 Esports,,12.1k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,3,100 Thieves,,0.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,4,G2 Esports,,3.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,4,100 Thieves,,5.8k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,5,G2 Esports,,13.1k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,5,100 Thieves,,11.3k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,6,G2 Esports,,17.7k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,6,100 Thieves,,7.7k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,7,G2 Esports,,5.2k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,7,100 Thieves,,10.0k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,8,G2 Esports,,13.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,8,100 Thieves,,14.3k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,9,G2 Esports,,15.6k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,9,100 Thieves,,5.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,10,G2 Esports,,8.8k,Full buy: 20k+,Win
