Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,All Maps,Kiwoom DRX,Eco (won),9,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,All Maps,Kiwoom DRX,$ (won),1,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,All Maps,Kiwoom DRX,$$ (won),3,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,All Maps,Kiwoom DRX,$$$ (won),30,21
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,All Maps,Global Esports,Pistol Won,,4
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,All Maps,Global Esports,Eco (won),4,4
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,All Maps,Global Esports,$ (won),4,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,All Maps,Global Esports,$$ (won),17,6
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,All Maps,Global Esports,$$$ (won),18,7
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,ZETA DIVISION,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,ZETA DIVISION,Eco (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,ZETA DIVISION,$ (won),2,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,ZETA DIVISION,$$ (won),3,3
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,ZETA DIVISION,$$$ (won),15,9
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,DetonatioN FocusMe,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,DetonatioN FocusMe,Eco (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,DetonatioN FocusMe,$ (won),1,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,DetonatioN FocusMe,$$ (won),5,3
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Bind,DetonatioN FocusMe,$$$ (won),14,6
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,ZETA DIVISION,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,ZETA DIVISION,Eco (won),4,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,ZETA DIVISION,$ (won),2,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,ZETA DIVISION,$$ (won),4,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,ZETA DIVISION,$$$ (won),10,5
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,Eco (won),2,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,$ (won),0,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,$$ (won),8,4
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,$$$ (won),10,7
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,ZETA DIVISION,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,ZETA DIVISION,Eco (won),4,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,ZETA DIVISION,$ (won),2,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,ZETA DIVISION,$$ (won),4,4
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,ZETA DIVISION,$$$ (won),8,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,Eco (won),3,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,$ (won),0,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,$$ (won),3,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,$$$ (won),12,9
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,Eco (won),11,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,$ (won),6,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,$$ (won),11,9
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,$$$ (won),33,15
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Pistol Won,,5
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Eco (won),8,5
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,$ (won),1,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,$$ (won),16,9
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,$$$ (won),36,22
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,Rex Regum Qeon,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,Rex Regum Qeon,Eco (won),3,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,Rex Regum Qeon,$ (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,Rex Regum Qeon,$$ (won),5,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,Rex Regum Qeon,$$$ (won),10,5
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,T1,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,T1,Eco (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,T1,$ (won),2,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,T1,$$ (won),1,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Pearl,T1,$$$ (won),15,9
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,Rex Regum Qeon,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,Rex Regum Qeon,Eco (won),2,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,Rex Regum Qeon,$ (won),2,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,Rex Regum Qeon,$$ (won),5,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,Rex Regum Qeon,$$$ (won),14,7
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,T1,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,T1,Eco (won),3,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,T1,$ (won),2,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,T1,$$ (won),2,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Bind,T1,$$$ (won),16,11
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,Rex Regum Qeon,Pistol Won,,3
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,Rex Regum Qeon,Eco (won),5,3
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,Rex Regum Qeon,$ (won),5,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,Rex Regum Qeon,$$ (won),10,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,Rex Regum Qeon,$$$ (won),24,12
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,T1,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,T1,Eco (won),6,3
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,T1,$ (won),4,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,T1,$$ (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,All Maps,T1,$$$ (won),31,20
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Nongshim RedForce,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Nongshim RedForce,Eco (won),2,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Nongshim RedForce,$ (won),2,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Nongshim RedForce,$$ (won),5,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Nongshim RedForce,$$$ (won),12,8
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Gen.G,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Gen.G,Eco (won),4,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Gen.G,$ (won),0,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Gen.G,$$ (won),6,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Pearl,Gen.G,$$$ (won),11,7
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Nongshim RedForce,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Nongshim RedForce,Eco (won),2,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Nongshim RedForce,$ (won),0,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Nongshim RedForce,$$ (won),4,3
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Nongshim RedForce,$$$ (won),10,8
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Gen.G,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Gen.G,Eco (won),4,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Gen.G,$ (won),2,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Gen.G,$$ (won),3,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Breeze,Gen.G,$$$ (won),7,2
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Nongshim RedForce,Pistol Won,,4
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Nongshim RedForce,Eco (won),4,4
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Nongshim RedForce,$ (won),2,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Nongshim RedForce,$$ (won),9,5
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Nongshim RedForce,$$$ (won),22,16
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Gen.G,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Gen.G,Eco (won),8,0
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Gen.G,$ (won),2,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Gen.G,$$ (won),9,1
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,All Maps,Gen.G,$$$ (won),18,9
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,Rex Regum Qeon,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,Rex Regum Qeon,Eco (won),4,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,Rex Regum Qeon,$ (won),2,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,Rex Regum Qeon,$$ (won),1,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,Rex Regum Qeon,$$$ (won),15,8
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,FULL SENSE,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,FULL SENSE,Eco (won),2,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,FULL SENSE,$ (won),1,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,FULL SENSE,$$ (won),7,3
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Pearl,FULL SENSE,$$$ (won),12,8
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,Rex Regum Qeon,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,Rex Regum Qeon,Eco (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,Rex Regum Qeon,$ (won),3,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,Rex Regum Qeon,$$ (won),3,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,Rex Regum Qeon,$$$ (won),14,10
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,FULL SENSE,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,FULL SENSE,Eco (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,FULL SENSE,$ (won),1,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,FULL SENSE,$$ (won),4,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Haven,FULL SENSE,$$$ (won),15,7
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,Rex Regum Qeon,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,Rex Regum Qeon,Eco (won),2,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,Rex Regum Qeon,$ (won),1,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,Rex Regum Qeon,$$ (won),4,3
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,Rex Regum Qeon,$$$ (won),9,9
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,FULL SENSE,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,FULL SENSE,Eco (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,FULL SENSE,$ (won),0,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,FULL SENSE,$$ (won),8,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Fracture,FULL SENSE,$$$ (won),5,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,Rex Regum Qeon,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,Rex Regum Qeon,Eco (won),9,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,Rex Regum Qeon,$ (won),6,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,Rex Regum Qeon,$$ (won),8,5
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,Rex Regum Qeon,$$$ (won),38,27
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,FULL SENSE,Pistol Won,,4
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,FULL SENSE,Eco (won),8,4
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,FULL SENSE,$ (won),2,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,FULL SENSE,$$ (won),19,7
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,All Maps,FULL SENSE,$$$ (won),32,15
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Paper Rex,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Paper Rex,Eco (won),2,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Paper Rex,$ (won),1,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Paper Rex,$$ (won),3,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Paper Rex,$$$ (won),10,8
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Global Esports,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Global Esports,Eco (won),3,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Global Esports,$ (won),2,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Global Esports,$$ (won),5,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Split,Global Esports,$$$ (won),6,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Paper Rex,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Paper Rex,Eco (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Paper Rex,$ (won),1,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Paper Rex,$$ (won),4,3
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Paper Rex,$$$ (won),13,9
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Global Esports,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Global Esports,Eco (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Global Esports,$ (won),2,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Global Esports,$$ (won),5,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Pearl,Global Esports,$$$ (won),11,6
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Paper Rex,Pistol Won,,3
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Paper Rex,Eco (won),5,3
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Paper Rex,$ (won),2,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Paper Rex,$$ (won),7,5
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Paper Rex,$$$ (won),23,17
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Global Esports,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Global Esports,Eco (won),6,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Global Esports,$ (won),4,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Global Esports,$$ (won),10,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,All Maps,Global Esports,$$$ (won),17,6
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Gen.G,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Gen.G,Eco (won),3,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Gen.G,$ (won),0,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Gen.G,$$ (won),3,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Gen.G,$$$ (won),10,9
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Kiwoom DRX,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Kiwoom DRX,Eco (won),3,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Kiwoom DRX,$ (won),2,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Kiwoom DRX,$$ (won),2,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Haven,Kiwoom DRX,$$$ (won),9,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Gen.G,Pistol Won,,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Gen.G,Eco (won),4,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Gen.G,$ (won),3,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Gen.G,$$ (won),4,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Gen.G,$$$ (won),12,7
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Kiwoom DRX,Pistol Won,,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Kiwoom DRX,Eco (won),2,2
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Kiwoom DRX,$ (won),1,0
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Kiwoom DRX,$$ (won),7,5
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Pearl,Kiwoom DRX,$$$ (won),13,6
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Lotus,Gen.G,Pistol Won,,1
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Lotus,Gen.G,Eco (won),3,1
