Tournament,Stage,Match Type,Match Name,Team,Action,Map
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Haven
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,EDward Gaming,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Titan Esports Club,ban,Breeze
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,TYLOO,ban,Lotus
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Titan Esports Club,pick,Pearl
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,TYLOO,pick,Fracture
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Titan Esports Club,ban,Haven
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,TYLOO,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Trace Esports,ban,Haven
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Fracture
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Trace Esports,pick,Ascent
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Lotus
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Trace Esports,ban,Pearl
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Split
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,Xi Lai Gaming,ban,Fracture
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,JDG Esports,ban,Breeze
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,Xi Lai Gaming,pick,Lotus
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,JDG Esports,pick,Pearl
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,Xi Lai Gaming,ban,Bind
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,JDG Esports,ban,Split
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,EDward Gaming,ban,Pearl
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,All Gamers,ban,Breeze
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,EDward Gaming,pick,Fracture
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,All Gamers,pick,Lotus
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,EDward Gaming,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,All Gamers,ban,Haven
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,JDG Esports,ban,Breeze
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Fracture
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,JDG Esports,pick,Haven
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Lotus
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,JDG Esports,ban,Split
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Pearl
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,TYLOO,ban,Lotus
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,All Gamers,ban,Breeze
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,TYLOO,pick,Fracture
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,All Gamers,pick,Haven
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,TYLOO,ban,Pearl
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,All Gamers,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,Xi Lai Gaming,ban,Fracture
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,EDward Gaming,ban,Lotus
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,Xi Lai Gaming,pick,Split
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,EDward Gaming,pick,Breeze
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,Xi Lai Gaming,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,EDward Gaming,ban,Pearl
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Fracture
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,All Gamers,ban,Breeze
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Lotus
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,All Gamers,pick,Split
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Pearl
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,All Gamers,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Fracture
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Xi Lai Gaming,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Lotus
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Xi Lai Gaming,pick,Breeze
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Haven
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Xi Lai Gaming,pick,Split
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,EDward Gaming,ban,Lotus
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,EDward Gaming,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,EDward Gaming,pick,Fracture
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Xi Lai Gaming,pick,Split
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,EDward Gaming,pick,Breeze
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Xi Lai Gaming,pick,Haven
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,EDward Gaming,ban,Split
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Gentle Mates,ban,Breeze
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,EDward Gaming,pick,Haven
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Gentle Mates,pick,Pearl
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,EDward Gaming,ban,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Gentle Mates,ban,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Mega Minors,ban,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Xi Lai Gaming,ban,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Mega Minors,pick,Haven
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Xi Lai Gaming,pick,Abyss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Mega Minors,ban,Split
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Xi Lai Gaming,ban,Breeze
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Paper Rex,ban,Abyss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,G2 Esports,ban,Haven
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Paper Rex,pick,Split
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,G2 Esports,pick,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Paper Rex,ban,Pearl
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,G2 Esports,ban,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Team Liquid,ban,Pearl
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,T1,ban,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Team Liquid,pick,Breeze
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,T1,pick,Split
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Team Liquid,ban,Abyss
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,T1,ban,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Paper Rex,ban,Abyss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Mega Minors,ban,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Paper Rex,pick,Split
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Mega Minors,pick,Pearl
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Paper Rex,ban,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Mega Minors,ban,Breeze
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Gentle Mates,ban,Breeze
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Team Liquid,ban,Abyss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Gentle Mates,pick,Pearl
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Team Liquid,pick,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Gentle Mates,ban,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Team Liquid,ban,Haven
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,T1,ban,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,EDward Gaming,ban,Breeze
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,T1,pick,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,EDward Gaming,pick,Haven
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,T1,ban,Abyss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,EDward Gaming,ban,Pearl
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Xi Lai Gaming,ban,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,G2 Esports,ban,Pearl
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Xi Lai Gaming,pick,Abyss
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,G2 Esports,pick,Haven
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Xi Lai Gaming,ban,Split
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,G2 Esports,ban,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Team Liquid,ban,Haven
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Mega Minors,ban,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Team Liquid,pick,Breeze
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Mega Minors,pick,Abyss
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Team Liquid,ban,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Mega Minors,ban,Split
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,T1,ban,Corrode
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,G2 Esports,ban,Bind
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,T1,pick,Breeze
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,G2 Esports,pick,Haven
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,T1,ban,Abyss
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,G2 Esports,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Paper Rex,ban,Abyss
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,FURIA,ban,Bind
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Paper Rex,pick,Haven
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,FURIA,pick,Breeze
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Paper Rex,ban,Corrode
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,FURIA,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Gentle Mates,ban,Breeze
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Nongshim RedForce,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Gentle Mates,pick,Haven
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Nongshim RedForce,pick,Corrode
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Gentle Mates,ban,Split
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Nongshim RedForce,ban,Abyss
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,BBL Esports,ban,Bind
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Mega Minors,ban,Haven
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,BBL Esports,pick,Pearl
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Mega Minors,pick,Abyss
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,BBL Esports,ban,Corrode
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Mega Minors,ban,Breeze
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Gamers,ban,Haven
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,G2 Esports,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Gamers,pick,Split
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,G2 Esports,pick,Abyss
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Gamers,ban,Breeze
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,G2 Esports,ban,Corrode
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,FURIA,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,BBL Esports,ban,Bind
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,FURIA,pick,Haven
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,BBL Esports,pick,Breeze
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,FURIA,ban,Corrode
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,BBL Esports,ban,Split
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Gentle Mates,ban,Breeze
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,All Gamers,ban,Haven
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Gentle Mates,pick,Pearl
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,All Gamers,pick,Split
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Gentle Mates,ban,Corrode
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,All Gamers,ban,Abyss
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,G2 Esports,ban,Bind
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Nongshim RedForce,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,G2 Esports,pick,Abyss
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Nongshim RedForce,pick,Corrode
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,G2 Esports,ban,Breeze
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Nongshim RedForce,ban,Haven
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Mega Minors,ban,Haven
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Paper Rex,ban,Abyss
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Mega Minors,pick,Pearl
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Paper Rex,pick,Bind
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Mega Minors,ban,Breeze
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Paper Rex,ban,Corrode
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,BBL Esports,ban,Bind
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,G2 Esports,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,BBL Esports,pick,Haven
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,G2 Esports,pick,Breeze
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,BBL Esports,ban,Corrode
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,G2 Esports,ban,Split
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,All Gamers,ban,Haven
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Paper Rex,ban,Abyss
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,All Gamers,pick,Corrode
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Paper Rex,pick,Pearl
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,All Gamers,ban,Breeze
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Paper Rex,ban,Bind
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Nongshim RedForce,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Mega Minors,ban,Corrode
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Nongshim RedForce,pick,Bind
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Mega Minors,pick,Abyss
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Nongshim RedForce,ban,Breeze
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Mega Minors,ban,Split
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Paper Rex,ban,Abyss
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,G2 Esports,ban,Split
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Paper Rex,pick,Haven
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,G2 Esports,pick,Breeze
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Paper Rex,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,G2 Esports,ban,Bind
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Mega Minors,ban,Bind
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Paper Rex,ban,Abyss
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Mega Minors,pick,Pearl
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Paper Rex,pick,Split
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Mega Minors,pick,Corrode
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Paper Rex,pick,Breeze
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Nongshim RedForce,ban,Pearl
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Nongshim RedForce,ban,Breeze
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Nongshim RedForce,pick,Corrode
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Paper Rex,pick,Split
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Nongshim RedForce,pick,Abyss
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Paper Rex,pick,Haven
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,ENVY,ban,Haven
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Evil Geniuses,ban,Breeze
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,ENVY,pick,Abyss
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Evil Geniuses,pick,Corrode
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,ENVY,ban,Pearl
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Evil Geniuses,ban,Split
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Cloud9,ban,Breeze
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,LOUD,ban,Split
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Cloud9,pick,Haven
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,LOUD,pick,Abyss
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Cloud9,ban,Corrode
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,LOUD,ban,Pearl
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,KRÜ Esports,ban,Haven
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,FURIA,ban,Split
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,KRÜ Esports,pick,Pearl
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,FURIA,pick,Breeze
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,KRÜ Esports,ban,Bind
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,FURIA,ban,Corrode
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,LEVIATÁN,ban,Abyss
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,100 Thieves,ban,Corrode
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,LEVIATÁN,pick,Bind
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,100 Thieves,pick,Pearl
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,LEVIATÁN,ban,Breeze
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,100 Thieves,ban,Haven
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Cloud9,ban,Corrode
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Mega Minors,ban,Haven
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Cloud9,pick,Pearl
