Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Haven,MIBR,Mazino,viper,1,,,,,,,,,37,1,0
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Haven,MIBR,aspas,neon,3,,,,,,,,,41,0,0
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Haven,MIBR,Verno,sova,3,,,,,,,,,51,2,1
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Haven,Mega Minors,brawk,sova,3,1,,,,,,,,73,0,0
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Haven,Mega Minors,mada,neon,6,,,,,,,,,61,1,2
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Haven,Mega Minors,skuba,killjoy,2,1,,,,,,,,74,0,1
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Haven,Mega Minors,Ethan,omen,3,,,,,,,,,44,0,0
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Haven,Mega Minors,keiko,viper,4,1,,,1,,,,,90,2,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,Shao,"omen, sova",7,,,,,1,,,,45,5,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,Filu,"raze, yoru",9,2,,,,,,,,50,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,sociablEE,"omen, skye",5,2,,,,,,,,44,4,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,Ruxic,"chamber, viper",5,3,,,,,,,,62,2,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,hiro,"killjoy, viper",8,1,2,,,,,,,65,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,sheydos,"skye, sova",3,,,,,,,,,30,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,SUYGETSU,"cypher, viper",2,5,,,1,,,,,66,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,Avez,"phoenix, tejo",6,2,2,,1,,,,,66,3,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,dos9,"astra, omen",4,1,,,1,,,,,46,4,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,LewN,"waylay, yoru",3,,1,,1,,,,,37,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Natus Vincere,Shao,omen,4,,,,,1,,,,55,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Natus Vincere,Filu,raze,4,2,,,,,,,,56,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Natus Vincere,sociablEE,skye,2,,,,,,,,,22,4,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Natus Vincere,Ruxic,chamber,2,2,,,,,,,,41,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Natus Vincere,hiro,viper,2,1,1,,,,,,,51,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Karmine Corp,sheydos,skye,2,,,,,,,,,22,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Karmine Corp,SUYGETSU,viper,,3,,,1,,,,,70,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Karmine Corp,Avez,tejo,3,1,2,,,,,,,84,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Karmine Corp,dos9,astra,1,1,,,1,,,,,48,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Karmine Corp,LewN,waylay,2,,1,,,,,,,50,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Natus Vincere,Shao,sova,3,,,,,,,,,35,3,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Natus Vincere,Filu,yoru,5,,,,,,,,,43,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Natus Vincere,sociablEE,omen,3,2,,,,,,,,66,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Natus Vincere,Ruxic,viper,3,1,,,,,,,,82,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Natus Vincere,hiro,killjoy,6,,1,,,,,,,78,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Karmine Corp,sheydos,sova,1,,,,,,,,,37,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Karmine Corp,SUYGETSU,cypher,2,2,,,,,,,,61,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Karmine Corp,Avez,phoenix,3,1,,,1,,,,,48,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Karmine Corp,dos9,omen,3,,,,,,,,,44,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Karmine Corp,LewN,yoru,1,,,,1,,,,,24,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,FUT Esports,MrFaliN,"omen, sova",3,,,1,,,,,,40,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,FUT Esports,yetujey,"cypher, waylay",1,3,,,,,,,,43,0,4
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,FUT Esports,baha,"astra, viper",4,,,,1,1,,,,43,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,FUT Esports,xeus,"raze, waylay",7,2,,1,,,,,,64,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,FUT Esports,KROSTALY,"fade, tejo",3,2,,,,,,,,37,7,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,Gentle Mates,starxo,"fade, sova",5,1,1,,1,,,,,64,8,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,Gentle Mates,GLYPH,astra,5,1,,,,,,,,47,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,Gentle Mates,marteen,yoru,6,2,,,,,,,,43,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,Gentle Mates,bipo,"raze, waylay",6,3,,,,,,,,59,2,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,All Maps,Gentle Mates,Minny,"brimstone, viper",4,2,2,,,1,,,,63,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,FUT Esports,MrFaliN,sova,,,,1,,,,,,40,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,FUT Esports,yetujey,cypher,1,,,,,,,,,39,0,3
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,FUT Esports,baha,astra,2,,,,,,,,,33,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,FUT Esports,xeus,waylay,2,2,,1,,,,,,72,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,FUT Esports,KROSTALY,tejo,1,1,,,,,,,,28,3,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,Gentle Mates,starxo,sova,,1,,,,,,,,41,5,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,Gentle Mates,GLYPH,astra,3,,,,,,,,,45,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,Gentle Mates,marteen,yoru,4,,,,,,,,,42,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,Gentle Mates,bipo,waylay,5,,,,,,,,,44,2,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,Gentle Mates,Minny,brimstone,2,1,2,,,,,,,82,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,FUT Esports,MrFaliN,omen,3,,,,,,,,,39,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,FUT Esports,yetujey,waylay,,3,,,,,,,,46,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,FUT Esports,baha,viper,2,,,,1,1,,,,53,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,FUT Esports,xeus,raze,5,,,,,,,,,56,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,FUT Esports,KROSTALY,fade,2,1,,,,,,,,46,4,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,Gentle Mates,starxo,fade,5,,1,,1,,,,,86,3,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,Gentle Mates,GLYPH,astra,2,1,,,,,,,,49,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,Gentle Mates,marteen,yoru,2,2,,,,,,,,44,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,Gentle Mates,bipo,raze,1,3,,,,,,,,73,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,Gentle Mates,Minny,viper,2,1,,,,1,,,,44,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,PCIFIC Esports,cNed,"waylay, yoru",5,2,,,,,,,,36,2,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,PCIFIC Esports,al0rante,"astra, brimstone, killjoy",6,3,2,,,1,,,,53,3,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,PCIFIC Esports,qpert,"astra, omen",5,3,,,,,,,,42,5,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,PCIFIC Esports,seven,"kayo, sage, yoru",9,5,1,,1,,,,,68,5,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,PCIFIC Esports,NINJA,"fade, sova, tejo",3,4,,,1,,,,,45,5,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,BBL Esports,Rosé,sova,11,2,,,1,1,1,,,66,10,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,BBL Esports,Crewen,cypher,8,,,,1,,,,,38,3,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,BBL Esports,Loita,"astra, omen, viper",11,3,,,2,,,,,70,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,BBL Esports,Lar0k,"jett, neon, waylay",5,4,1,,,,,,,46,0,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,All Maps,BBL Esports,lovers rock,yoru,10,4,2,,1,,,,,66,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,PCIFIC Esports,cNed,waylay,1,1,,,,,,,,36,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,PCIFIC Esports,al0rante,astra,3,1,1,,,,,,,60,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,PCIFIC Esports,qpert,omen,2,1,,,,,,,,38,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,PCIFIC Esports,seven,yoru,3,2,,,1,,,,,74,0,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,PCIFIC Esports,NINJA,sova,2,1,,,1,,,,,33,4,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,BBL Esports,Rosé,sova,6,2,,,1,1,1,,,85,6,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,BBL Esports,Crewen,cypher,4,,,,,,,,,41,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,BBL Esports,Loita,viper,4,2,,,1,,,,,74,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,BBL Esports,Lar0k,jett,5,1,,,,,,,,57,0,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,BBL Esports,lovers rock,yoru,2,1,,,,,,,,38,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,PCIFIC Esports,cNed,waylay,2,1,,,,,,,,26,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,PCIFIC Esports,al0rante,brimstone,1,2,1,,,1,,,,64,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,PCIFIC Esports,qpert,omen,2,1,,,,,,,,62,2,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,PCIFIC Esports,seven,kayo,4,3,1,,,,,,,102,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,PCIFIC Esports,NINJA,tejo,,1,,,,,,,,52,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,BBL Esports,Rosé,sova,,,,,,,,,,47,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,BBL Esports,Crewen,cypher,3,,,,,,,,,33,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,BBL Esports,Loita,omen,2,,,,1,,,,,56,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,BBL Esports,Lar0k,waylay,,2,1,,,,,,,50,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,BBL Esports,lovers rock,yoru,2,1,1,,,,,,,45,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,PCIFIC Esports,cNed,yoru,2,,,,,,,,,46,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,PCIFIC Esports,al0rante,killjoy,2,,,,,,,,,36,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,PCIFIC Esports,qpert,astra,1,1,,,,,,,,27,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,PCIFIC Esports,seven,sage,2,,,,,,,,,27,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,PCIFIC Esports,NINJA,fade,1,2,,,,,,,,50,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,BBL Esports,Rosé,sova,5,,,,,,,,,65,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,BBL Esports,Crewen,cypher,1,,,,1,,,,,41,0,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,BBL Esports,Loita,astra,5,1,,,,,,,,79,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,BBL Esports,Lar0k,neon,,1,,,,,,,,31,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,BBL Esports,lovers rock,yoru,6,2,1,,1,,,,,115,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,ULF Esports,sturNN,astra,2,,,,,,,,,32,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,ULF Esports,nekky,"fade, sova",1,,,,,,,,,41,6,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,ULF Esports,d3mur,"neon, yoru",2,1,,,,,,,,32,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,ULF Esports,audaz,"omen, viper",3,,,,,,,,,43,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,ULF Esports,Favian,"breach, jett",,1,,,,,,,,47,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,Team Vitality,Chronicle,"chamber, viper",5,2,1,,,,,,,89,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,Team Vitality,UNFAKE,sova,5,,,,,,,,,47,1,3
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,Team Vitality,Derke,"jett, phoenix",6,5,1,,,,,,,101,1,3
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,Team Vitality,PROFEK,"astra, omen",4,1,,,1,,,,,69,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,All Maps,Team Vitality,Jamppi,yoru,6,2,,,,,,,,50,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,ULF Esports,sturNN,astra,1,,,,,,,,,25,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,ULF Esports,nekky,sova,1,,,,,,,,,33,5,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,ULF Esports,d3mur,yoru,1,,,,,,,,,19,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,ULF Esports,audaz,viper,3,,,,,,,,,51,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,ULF Esports,Favian,jett,,1,,,,,,,,55,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,Team Vitality,Chronicle,viper,2,1,1,,,,,,,73,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,Team Vitality,UNFAKE,sova,3,,,,,,,,,30,0,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,Team Vitality,Derke,jett,3,3,1,,,,,,,107,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,Team Vitality,PROFEK,omen,3,,,,,,,,,52,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,Team Vitality,Jamppi,yoru,3,1,,,,,,,,52,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,ULF Esports,sturNN,astra,1,,,,,,,,,38,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,ULF Esports,nekky,fade,,,,,,,,,,49,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,ULF Esports,d3mur,neon,1,1,,,,,,,,44,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,ULF Esports,audaz,omen,,,,,,,,,,35,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,ULF Esports,Favian,breach,,,,,,,,,,38,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,Team Vitality,Chronicle,chamber,3,1,,,,,,,,105,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,Team Vitality,UNFAKE,sova,2,,,,,,,,,63,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,Team Vitality,Derke,phoenix,3,2,,,,,,,,94,0,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,Team Vitality,PROFEK,astra,1,1,,,1,,,,,86,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,Team Vitality,Jamppi,yoru,3,1,,,,,,,,47,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Team Heretics,Boo,"brimstone, omen",4,2,,,1,,,,,45,9,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Team Heretics,RieNs,"fade, sova",8,5,1,,1,,,,,54,6,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Team Heretics,Wo0t,yoru,8,2,,,,1,,,,44,5,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Team Heretics,benjyfishy,"cypher, viper",5,3,,,,1,,,,43,2,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Team Heretics,ComeBack,"neon, raze",9,2,,,,,,,,48,1,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Natus Vincere,Shao,"brimstone, omen, sova",3,3,,,1,,,,,46,6,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Natus Vincere,Filu,"raze, yoru",8,2,,1,,1,,,,61,4,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Natus Vincere,sociablEE,"omen, skye",8,3,,,,,,,,54,8,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Natus Vincere,Ruxic,"chamber, viper",7,5,,,1,,,,,49,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,All Maps,Natus Vincere,hiro,"killjoy, tejo, viper",16,3,,,3,,,,,69,3,5
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Team Heretics,Boo,brimstone,2,1,,,1,,,,,64,4,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Team Heretics,RieNs,fade,4,2,1,,1,,,,,66,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Team Heretics,Wo0t,yoru,4,,,,,1,,,,40,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Team Heretics,benjyfishy,viper,1,1,,,,,,,,39,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Team Heretics,ComeBack,raze,2,,,,,,,,,35,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Natus Vincere,Shao,brimstone,3,3,,,,,,,,59,0,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Natus Vincere,Filu,raze,3,,,1,,1,,,,53,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Natus Vincere,sociablEE,skye,1,2,,,,,,,,38,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Natus Vincere,Ruxic,viper,4,2,,,,,,,,61,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Natus Vincere,hiro,tejo,8,,,,2,,,,,67,3,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,Boo,omen,2,1,,,,,,,,40,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,RieNs,sova,3,3,,,,,,,,69,4,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,Wo0t,yoru,3,,,,,,,,,41,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,benjyfishy,cypher,3,,,,,,,,,44,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,ComeBack,neon,5,1,,,,,,,,58,1,1
