Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,Paper Rex,Jinggg,phoenix,3,1,,,,,,,,67,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,Paper Rex,invy,fade,2,,,,,,,,,49,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,Paper Rex,f0rsakeN,omen,2,2,,,,,1,,,59,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,Paper Rex,d4v41,chamber,6,1,,,,1,,,,69,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,Paper Rex,something,yoru,1,,1,,1,,,,,44,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,G2 Esports,BABYBAY,chamber,3,,,,,,,,,39,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,G2 Esports,valyn,astra,3,1,,,,1,,,,40,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,G2 Esports,jawgemo,phoenix,3,3,1,,,1,,,,69,0,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,G2 Esports,leaf,yoru,2,3,,,,,,,,51,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,G2 Esports,trent,fade,3,,,,1,,,,,53,5,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,Paper Rex,Jinggg,omen,2,,1,,,,,,,39,0,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,Paper Rex,invy,sova,4,,,,,,,,,68,4,2
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,Paper Rex,f0rsakeN,yoru,4,3,,,,,,,,58,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,Paper Rex,d4v41,viper,,1,,,,,,,,38,0,2
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,Paper Rex,something,jett,4,1,,,,,,,,70,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,G2 Esports,BABYBAY,yoru,3,,,,,,,,,23,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,G2 Esports,valyn,astra,2,,,,,,,,,44,4,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,G2 Esports,jawgemo,neon,1,,1,,,,,,,65,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,G2 Esports,leaf,viper,3,1,,,,,,,,41,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,G2 Esports,trent,sova,4,,,,,,,,,68,2,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,Paper Rex,Jinggg,omen,2,2,,,,,,,,102,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,Paper Rex,invy,fade,2,1,,,,,,,,38,3,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,Paper Rex,f0rsakeN,viper,3,,1,,,,,,,67,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,Paper Rex,d4v41,vyse,5,1,,,,,,,,79,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,Paper Rex,something,waylay,2,1,,1,,,,,,72,0,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,G2 Esports,BABYBAY,yoru,3,,,,,,,,,37,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,G2 Esports,valyn,astra,1,,,,,,,,,26,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,G2 Esports,jawgemo,neon,3,1,,,1,,,,,44,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,G2 Esports,leaf,vyse,2,1,,,,1,,,,41,0,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,G2 Esports,trent,fade,2,,,,,,,,,43,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Mega Minors,brawk,"sova, vyse",7,3,,,,1,,,,44,6,2
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Mega Minors,mada,"neon, waylay, yoru",12,4,,,1,,,,,57,2,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Mega Minors,skuba,"astra, viper",17,2,1,,1,1,,,,61,7,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Mega Minors,Ethan,"omen, skye, tejo",6,2,2,,,,,,,49,8,4
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Mega Minors,keiko,"jett, killjoy, omen",11,3,1,,1,,,,,45,5,2
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Paper Rex,Jinggg,"neon, omen, raze",16,2,,,,,,,,54,1,2
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Paper Rex,invy,"fade, sova",9,7,2,,1,,,,,60,19,3
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Paper Rex,f0rsakeN,"astra, omen, viper, yoru",12,4,,,1,,,,,49,5,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Paper Rex,d4v41,"viper, vyse",11,6,1,,,1,,,,59,7,3
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,All Maps,Paper Rex,something,"jett, waylay, yoru",7,4,1,,1,1,,,,54,1,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Mega Minors,brawk,sova,1,1,,,,,,,,43,1,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Mega Minors,mada,waylay,4,2,,,,,,,,67,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Mega Minors,skuba,astra,5,,,,,1,,,,41,3,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Mega Minors,Ethan,tejo,3,1,,,,,,,,60,2,4
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Mega Minors,keiko,killjoy,5,2,1,,1,,,,,63,3,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Paper Rex,Jinggg,neon,3,,,,,,,,,33,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Paper Rex,invy,sova,5,2,,,1,,,,,71,2,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Paper Rex,f0rsakeN,astra,1,3,,,,,,,,55,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Paper Rex,d4v41,vyse,,1,1,,,,,,,43,3,2
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Paper Rex,something,yoru,1,1,,,1,,,,,57,1,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Mega Minors,brawk,vyse,3,,,,,1,,,,38,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Mega Minors,mada,neon,4,,,,,,,,,52,1,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Mega Minors,skuba,viper,6,,,,,,,,,54,0,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Mega Minors,Ethan,skye,1,1,,,,,,,,35,3,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Mega Minors,keiko,omen,3,,,,,,,,,36,0,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Paper Rex,Jinggg,raze,3,1,,,,,,,,65,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Paper Rex,invy,fade,,2,1,,,,,,,52,6,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Paper Rex,f0rsakeN,omen,2,,,,,,,,,33,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Paper Rex,d4v41,viper,5,,,,,1,,,,72,2,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Paper Rex,something,yoru,3,2,1,,,,,,,76,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Mega Minors,brawk,sova,1,1,,,,,,,,39,1,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Mega Minors,mada,waylay,2,1,,,,,,,,54,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Mega Minors,skuba,viper,5,1,,,1,,,,,77,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Mega Minors,Ethan,skye,1,,,,,,,,,32,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Mega Minors,keiko,omen,,1,,,,,,,,45,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Paper Rex,Jinggg,omen,6,,,,,,,,,55,0,2
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Paper Rex,invy,fade,2,1,1,,,,,,,67,4,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Paper Rex,f0rsakeN,viper,5,,,,,,,,,59,2,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Paper Rex,d4v41,vyse,2,3,,,,,,,,59,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Paper Rex,something,waylay,2,1,,,,,,,,51,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Mega Minors,brawk,sova,2,1,,,,,,,,55,4,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Mega Minors,mada,yoru,2,1,,,1,,,,,56,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Mega Minors,skuba,viper,1,1,1,,,,,,,71,2,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Mega Minors,Ethan,omen,1,,2,,,,,,,68,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Mega Minors,keiko,jett,3,,,,,,,,,36,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Paper Rex,Jinggg,omen,4,1,,,,,,,,63,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Paper Rex,invy,sova,2,2,,,,,,,,49,7,1
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Paper Rex,f0rsakeN,yoru,4,1,,,1,,,,,50,0,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Paper Rex,d4v41,viper,4,2,,,,,,,,62,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Paper Rex,something,jett,1,,,,,1,,,,32,0,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Nongshim RedForce,Rb,omen,10,1,,,,,,,,44,9,1
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Nongshim RedForce,Dambi,"neon, waylay",9,1,2,,,,,,,49,2,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Nongshim RedForce,Francis,yoru,9,3,,,,,,,,61,0,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Nongshim RedForce,Ivy,"cypher, viper",5,2,1,1,1,1,,,,61,1,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Nongshim RedForce,Xross,"fade, sova",11,4,1,,2,,,,,95,5,3
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Paper Rex,Jinggg,"omen, raze",9,1,,,1,1,,,,52,2,2
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Paper Rex,invy,"fade, sova",5,2,,,1,,,,,36,6,1
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Paper Rex,f0rsakeN,"omen, viper, waylay",2,4,,,,,,,,51,3,1
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Paper Rex,d4v41,"viper, vyse",6,3,2,,,1,,,,55,1,1
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,All Maps,Paper Rex,something,"waylay, yoru",6,1,,,,,,,,41,0,1
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Nongshim RedForce,Rb,omen,5,1,,,,,,,,46,6,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Nongshim RedForce,Dambi,neon,5,,1,,,,,,,54,1,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Nongshim RedForce,Francis,yoru,3,,,,,,,,,42,0,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Nongshim RedForce,Ivy,viper,2,1,,,,1,,,,47,1,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Nongshim RedForce,Xross,fade,6,1,1,,,,,,,66,1,2
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Paper Rex,Jinggg,omen,7,,,,1,,,,,69,2,2
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Paper Rex,invy,fade,1,2,,,1,,,,,26,2,1
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Paper Rex,f0rsakeN,viper,,2,,,,,,,,53,1,0
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Paper Rex,d4v41,vyse,,2,1,,,1,,,,58,0,1
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Paper Rex,something,waylay,4,1,,,,,,,,63,0,1
