Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,1,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,2,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,2,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,3,EDward Gaming,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,3,Trace Esports,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,4,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,4,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,5,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,5,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,6,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,6,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,7,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,7,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,8,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,8,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,9,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,9,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,10,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,10,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,11,Trace Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,11,EDward Gaming,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,12,Trace Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,12,EDward Gaming,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,13,EDward Gaming,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,13,Trace Esports,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,14,EDward Gaming,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,14,Trace Esports,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,15,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,15,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,16,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,16,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,17,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,17,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,1,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,1,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,2,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,2,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,3,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,3,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,4,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,4,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,5,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,5,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,6,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,6,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,7,Trace Esports,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,7,EDward Gaming,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,8,EDward Gaming,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,8,Trace Esports,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,9,Trace Esports,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,9,EDward Gaming,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,10,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,10,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,11,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,11,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,12,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,12,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,13,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,13,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,14,EDward Gaming,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,14,Trace Esports,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,15,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,15,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,16,EDward Gaming,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,16,Trace Esports,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,17,EDward Gaming,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,17,Trace Esports,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,18,EDward Gaming,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,18,Trace Esports,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,19,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,19,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,20,Trace Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,20,EDward Gaming,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,21,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,21,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,22,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,22,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,23,Trace Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,23,EDward Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,24,Trace Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,24,EDward Gaming,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,25,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,25,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,26,EDward Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,26,Trace Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,1,JDG Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,1,All Gamers,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,2,JDG Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,2,All Gamers,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,3,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,3,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,4,All Gamers,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,4,JDG Esports,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,5,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,5,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,6,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,6,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,7,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,7,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,8,JDG Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,8,All Gamers,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,9,JDG Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,9,All Gamers,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,10,JDG Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,10,All Gamers,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,11,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,11,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,12,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,12,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,13,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,13,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,14,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,14,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,15,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,15,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,16,All Gamers,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,16,JDG Esports,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,17,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,17,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,18,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,18,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,1,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,1,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,2,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,2,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,3,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,3,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,4,All Gamers,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,4,JDG Esports,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,5,JDG Esports,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,5,All Gamers,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,6,JDG Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,6,All Gamers,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,7,JDG Esports,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,7,All Gamers,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,8,JDG Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,8,All Gamers,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,9,All Gamers,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,9,JDG Esports,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,10,JDG Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,10,All Gamers,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,11,JDG Esports,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,11,All Gamers,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,12,JDG Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,12,All Gamers,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,13,JDG Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,13,All Gamers,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,14,JDG Esports,Defused,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,14,All Gamers,Detonated Denied,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,15,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,15,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,16,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,16,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,17,JDG Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,17,All Gamers,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,18,All Gamers,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,18,JDG Esports,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,19,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,19,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,20,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,20,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,21,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,21,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,22,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,22,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,23,All Gamers,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,23,JDG Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,1,Dragon Ranger Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,1,Wolves Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,2,Dragon Ranger Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,2,Wolves Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,3,Dragon Ranger Gaming,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,3,Wolves Esports,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,4,Wolves Esports,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,4,Dragon Ranger Gaming,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,5,Dragon Ranger Gaming,Detonated,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,5,Wolves Esports,Failed Defused,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,6,Dragon Ranger Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,6,Wolves Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,7,Dragon Ranger Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,7,Wolves Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,8,Dragon Ranger Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,8,Wolves Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,9,Dragon Ranger Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,9,Wolves Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,10,Dragon Ranger Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,10,Wolves Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,11,Dragon Ranger Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,11,Wolves Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,12,Dragon Ranger Gaming,Elimination,Win
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,12,Wolves Esports,Eliminated,Loss
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,13,Dragon Ranger Gaming,Defused,Win
