Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Pearl,Bilibili Gaming,13,9,4,,TYLOO,3,0,3,,41:58
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Breeze,Bilibili Gaming,8,4,4,,TYLOO,13,5,8,,47:22
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Breeze,Dragon Ranger Gaming,13,10,3,,Nova Esports,5,3,2,,50:57
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Haven,Dragon Ranger Gaming,13,8,5,,Nova Esports,7,3,4,,43:07
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,Split,FunPlus Phoenix,13,7,6,,All Gamers,5,0,5,,52:29
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,Pearl,FunPlus Phoenix,13,10,3,,All Gamers,6,4,2,,42:56
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,Split,TYLOO,15,8,4,3,Titan Esports Club,13,8,4,1,1:13:27
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,Fracture,TYLOO,13,9,4,,Titan Esports Club,5,2,3,,39:32
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Fracture,Wolves Esports,9,2,7,,EDward Gaming,13,3,10,,57:35
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Lotus,Wolves Esports,10,5,5,,EDward Gaming,13,6,7,,52:14
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Breeze,Trace Esports,13,4,9,,Xi Lai Gaming,9,1,8,,1:02:12
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Lotus,Trace Esports,7,6,1,,Xi Lai Gaming,13,7,6,,46:19
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Bind,Trace Esports,10,9,1,,Xi Lai Gaming,13,10,3,,53:51
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Haven,Bilibili Gaming,13,8,5,,JDG Esports,4,0,4,,52:05
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Fracture,Bilibili Gaming,13,8,5,,JDG Esports,6,2,4,,36:05
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,Bind,FunPlus Phoenix,5,4,1,,TYLOO,13,5,8,,54:31
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,Split,FunPlus Phoenix,14,6,6,2,TYLOO,12,6,6,0,
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,Pearl,FunPlus Phoenix,13,7,6,,TYLOO,11,6,5,,
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Fracture,Titan Esports Club,13,9,4,,Bilibili Gaming,10,7,3,,1:01:43
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Breeze,Titan Esports Club,15,7,5,3,Bilibili Gaming,13,7,5,1,1:01:18
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Haven,Xi Lai Gaming,13,8,5,,Nova Esports,8,4,4,,57:47
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Bind,Xi Lai Gaming,13,8,5,,Nova Esports,11,7,4,,51:11
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,EDward Gaming,13,8,5,,Trace Esports,4,0,4,,50:11
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,EDward Gaming,14,4,8,2,Trace Esports,12,4,8,0,58:23
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,JDG Esports,5,5,0,,All Gamers,13,6,7,,55:16
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,JDG Esports,10,7,3,,All Gamers,13,8,5,,55:05
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,Dragon Ranger Gaming,13,11,2,,Wolves Esports,1,0,1,,47:13
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Pearl,Dragon Ranger Gaming,6,6,0,,Wolves Esports,13,7,6,,49:24
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Lotus,Dragon Ranger Gaming,13,8,5,,Wolves Esports,9,5,4,,48:05
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Lotus,Nova Esports,12,7,5,0,Trace Esports,14,7,5,2,1:09:50
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Split,Nova Esports,10,5,5,,Trace Esports,13,6,7,,55:11
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Lotus,FunPlus Phoenix,8,5,3,,Bilibili Gaming,13,6,7,,57:11
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Fracture,FunPlus Phoenix,13,5,8,,Bilibili Gaming,9,2,7,,47:50
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Pearl,FunPlus Phoenix,2,2,0,,Bilibili Gaming,13,3,10,,37:33
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,Bind,All Gamers,5,4,1,,TYLOO,13,5,8,,54:40
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,Haven,All Gamers,13,5,8,,TYLOO,9,2,7,,47:54
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,Breeze,All Gamers,6,4,2,,TYLOO,13,5,8,,42:24
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Breeze,EDward Gaming,13,7,6,,Dragon Ranger Gaming,5,0,5,,1:01:42
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Lotus,EDward Gaming,6,3,3,,Dragon Ranger Gaming,13,4,9,,42:40
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Split,EDward Gaming,13,6,7,,Dragon Ranger Gaming,9,3,6,,47:12
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,Fracture,JDG Esports,14,6,6,2,Titan Esports Club,12,6,6,0,1:08:59
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,Haven,JDG Esports,13,7,6,,Titan Esports Club,9,4,5,,47:05
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Fracture,Xi Lai Gaming,10,3,7,,Wolves Esports,13,4,9,,1:04:58
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Bind,Xi Lai Gaming,13,8,5,,Wolves Esports,10,6,4,,52:38
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Lotus,Xi Lai Gaming,13,7,6,,Wolves Esports,7,2,5,,42:20
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,Bind,TYLOO,15,8,4,3,JDG Esports,17,8,4,5,1:24:49
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,Haven,TYLOO,8,3,5,,JDG Esports,13,4,9,,48:55
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Lotus,Trace Esports,13,9,4,,Dragon Ranger Gaming,5,2,3,,55:03
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Bind,Trace Esports,11,3,8,,Dragon Ranger Gaming,13,4,9,,54:17
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Breeze,Trace Esports,10,7,3,,Dragon Ranger Gaming,13,8,5,,53:25
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Fracture,Titan Esports Club,13,10,3,,FunPlus Phoenix,2,0,2,,44:49
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Split,Titan Esports Club,13,6,7,,FunPlus Phoenix,10,4,6,,46:19
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Lotus,All Gamers,13,5,8,,Bilibili Gaming,7,0,7,,55:37
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Pearl,All Gamers,3,3,0,,Bilibili Gaming,13,4,9,,40:29
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Bind,All Gamers,13,9,4,,Bilibili Gaming,7,4,3,,49:04
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Lotus,Nova Esports,13,4,9,,Wolves Esports,10,2,8,,1:02:42
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Fracture,Nova Esports,13,5,8,,Wolves Esports,8,1,7,,40:38
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Lotus,EDward Gaming,13,9,4,,Xi Lai Gaming,8,5,3,,58:47
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Haven,EDward Gaming,9,4,5,,Xi Lai Gaming,13,5,8,,44:55
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Split,EDward Gaming,5,4,1,,Xi Lai Gaming,13,5,8,,37:46
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,Haven,TYLOO,13,8,5,,Dragon Ranger Gaming,10,6,4,,1:03:22
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,Breeze,TYLOO,13,7,6,,Dragon Ranger Gaming,7,2,5,,41:29
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,Fracture,JDG Esports,13,9,4,,EDward Gaming,9,6,3,,1:04:49
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,Haven,JDG Esports,8,6,2,,EDward Gaming,13,7,6,,41:10
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,Bind,JDG Esports,12,6,6,0,EDward Gaming,14,6,6,2,1:00:28
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Fracture,Titan Esports Club,13,9,4,,Trace Esports,8,5,3,,1:11:34
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Split,Titan Esports Club,9,6,3,,Trace Esports,13,7,6,,44:39
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Breeze,Titan Esports Club,8,4,4,,Trace Esports,13,5,8,,49:52
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Lotus,All Gamers,13,6,7,,Xi Lai Gaming,8,2,6,,1:04:23
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Bind,All Gamers,5,2,3,,Xi Lai Gaming,13,3,10,,40:51
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Split,All Gamers,8,6,2,,Xi Lai Gaming,13,7,6,,48:41
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Breeze,Xi Lai Gaming,13,7,6,,Titan Esports Club,9,4,5,,1:09:02
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Lotus,Xi Lai Gaming,13,9,4,,Titan Esports Club,7,4,3,,43:02
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,Haven,JDG Esports,13,10,3,,TYLOO,2,0,2,,47:47
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,Fracture,JDG Esports,9,9,0,,TYLOO,13,10,3,,49:10
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,Pearl,JDG Esports,13,5,8,,TYLOO,10,3,7,,55:25
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,All Gamers vs Trace Esports,Split,All Gamers,13,7,6,,Trace Esports,6,1,5,,
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,All Gamers vs Trace Esports,Lotus,All Gamers,13,8,5,,Trace Esports,6,2,4,,
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Lotus,EDward Gaming,7,5,2,,Dragon Ranger Gaming,13,6,7,,54:44
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Split,EDward Gaming,13,10,3,,Dragon Ranger Gaming,7,5,2,,43:40
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Breeze,EDward Gaming,13,9,4,,Dragon Ranger Gaming,7,4,3,,42:50
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Pearl,Titan Esports Club,13,7,6,,TYLOO,8,3,5,,1:02:50
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Fracture,Titan Esports Club,9,3,6,,TYLOO,13,4,9,,49:07
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Split,Titan Esports Club,11,3,8,,TYLOO,13,4,9,,57:40
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Ascent,Trace Esports,7,2,5,,Dragon Ranger Gaming,13,3,10,,59:56
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Lotus,Trace Esports,6,6,0,,Dragon Ranger Gaming,13,7,6,,39:24
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,Lotus,Xi Lai Gaming,13,12,1,,JDG Esports,0,0,0,,45:12
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,Pearl,Xi Lai Gaming,13,8,5,,JDG Esports,5,1,4,,37:13
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,Fracture,All Gamers,7,7,0,,EDward Gaming,13,8,5,,58:56
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,Lotus,All Gamers,6,2,4,,EDward Gaming,13,3,10,,41:53
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,Haven,JDG Esports,9,8,1,,Dragon Ranger Gaming,13,9,4,,1:04:53
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,Lotus,JDG Esports,4,3,1,,Dragon Ranger Gaming,13,4,9,,35:48
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,Fracture,All Gamers,13,8,5,,TYLOO,4,0,4,,52:02
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,Haven,All Gamers,10,4,6,,TYLOO,13,5,8,,52:54
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,Split,All Gamers,13,6,7,,TYLOO,10,4,6,,58:21
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,Split,Xi Lai Gaming,9,5,4,,EDward Gaming,13,6,7,,1:01:54
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,Breeze,Xi Lai Gaming,8,4,4,,EDward Gaming,13,5,8,,44:16
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Lotus,All Gamers,8,5,3,,Dragon Ranger Gaming,13,6,7,,58:29
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Split,All Gamers,13,8,5,,Dragon Ranger Gaming,8,4,4,,49:25
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Haven,All Gamers,6,4,2,,Dragon Ranger Gaming,13,5,8,,43:19
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Lotus,Xi Lai Gaming,13,10,3,,Dragon Ranger Gaming,2,0,2,,50:09
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Breeze,Xi Lai Gaming,13,9,4,,Dragon Ranger Gaming,6,3,3,,42:31
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Haven,Xi Lai Gaming,10,3,7,,Dragon Ranger Gaming,13,4,9,,47:49
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Split,Xi Lai Gaming,13,7,6,,Dragon Ranger Gaming,11,6,5,,54:54
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Fracture,EDward Gaming,6,3,3,,Xi Lai Gaming,13,4,9,,1:06:32
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Split,EDward Gaming,15,8,4,3,Xi Lai Gaming,13,8,4,1,1:02:57
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Breeze,EDward Gaming,13,9,4,,Xi Lai Gaming,5,2,3,,36:16
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Haven,EDward Gaming,9,6,3,,Xi Lai Gaming,13,7,6,,51:53
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Pearl,EDward Gaming,13,8,5,,Xi Lai Gaming,4,0,4,,35:00
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,13,8,5,,EDward Gaming,11,7,4,,54:30
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,13,6,7,,EDward Gaming,7,1,6,,45:24
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,Xi Lai Gaming,2,2,0,,Mega Minors,13,3,10,,35:28
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,Xi Lai Gaming,10,3,7,,Mega Minors,13,4,9,,50:40
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,G2 Esports,9,4,5,,Paper Rex,13,5,8,,43:53
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,G2 Esports,5,5,0,,Paper Rex,13,6,7,,37:12
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,T1,8,4,4,,Team Liquid,13,5,8,,41:05
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,T1,13,7,5,1,Team Liquid,15,7,5,3,56:37
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,13,6,7,,Mega Minors,10,4,6,,49:53
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,10,5,5,,Mega Minors,13,6,7,,52:48
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,13,8,5,,Mega Minors,11,7,4,,55:43
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,13,6,7,,Team Liquid,11,5,6,,48:24
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,13,10,3,,Team Liquid,3,1,2,,32:57
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,1,1,0,,T1,13,2,11,,30:50
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,10,4,6,,T1,13,5,8,,50:03
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,8,6,2,,G2 Esports,13,7,6,,42:01
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,3,3,0,,G2 Esports,13,4,9,,36:54
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,13,5,8,,Team Liquid,11,4,7,,50:03
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Mega Minors,13,8,5,,Team Liquid,4,0,4,,39:31
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,Breeze,G2 Esports,13,7,6,,T1,6,1,5,,42:33
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,Haven,G2 Esports,16,2,10,4,T1,14,2,10,2,1:08:59
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Haven,FURIA,13,6,7,,Paper Rex,9,3,6,,47:01
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Breeze,FURIA,4,3,1,,Paper Rex,13,4,9,,37:20
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Split,FURIA,7,7,0,,Paper Rex,13,8,5,,45:01
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Haven,Nongshim RedForce,13,7,6,,Gentle Mates,10,5,5,,41:12
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Corrode,Nongshim RedForce,13,5,8,,Gentle Mates,10,3,7,,43:33
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Pearl,BBL Esports,6,3,3,,Mega Minors,13,4,9,,42:19
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Abyss,BBL Esports,13,9,4,,Mega Minors,6,3,3,,41:16
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Split,BBL Esports,15,7,5,3,Mega Minors,17,7,5,5,1:11:32
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,6,4,2,,G2 Esports,13,5,8,,44:37
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,4,3,1,,G2 Esports,13,4,9,,37:59
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,Haven,FURIA,7,3,4,,BBL Esports,13,4,9,,49:43
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,Breeze,FURIA,13,7,6,,BBL Esports,10,5,5,,48:37
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,Abyss,FURIA,11,3,8,,BBL Esports,13,4,9,,56:12
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Pearl,Gentle Mates,13,8,5,,All Gamers,5,1,4,,39:41
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Split,Gentle Mates,4,4,0,,All Gamers,13,5,8,,39:18
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Bind,Gentle Mates,8,8,0,,All Gamers,13,9,4,,49:47
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Corrode,Nongshim RedForce,13,10,3,,G2 Esports,7,5,2,,39:18
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Split,Nongshim RedForce,14,8,4,2,G2 Esports,12,8,4,0,1:00:57
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Abyss,Nongshim RedForce,7,5,2,,G2 Esports,13,6,7,,43:15
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Pearl,Paper Rex,12,5,7,0,Mega Minors,14,5,7,2,1:00:22
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Bind,Paper Rex,11,4,7,,Mega Minors,13,5,8,,58:09
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,Haven,G2 Esports,13,11,2,,BBL Esports,5,4,1,,40:29
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,Breeze,G2 Esports,13,6,7,,BBL Esports,8,2,6,,44:58
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Corrode,Paper Rex,10,3,7,,All Gamers,13,4,9,,55:50
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Pearl,Paper Rex,13,6,7,,All Gamers,7,1,6,,42:30
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Split,Paper Rex,13,9,4,,All Gamers,4,1,3,,36:31
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Bind,Nongshim RedForce,13,7,6,,Mega Minors,9,4,5,,47:58
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Abyss,Nongshim RedForce,13,9,4,,Mega Minors,11,8,3,,53:24
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Haven,Paper Rex,11,5,6,,G2 Esports,13,6,7,,50:27
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Breeze,Paper Rex,13,8,5,,G2 Esports,9,5,4,,47:35
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Corrode,Paper Rex,13,10,3,,G2 Esports,4,2,2,,36:49
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Pearl,Mega Minors,13,6,7,,Paper Rex,8,2,6,,48:07
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Split,Mega Minors,7,5,2,,Paper Rex,13,6,7,,43:12
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Corrode,Mega Minors,6,5,1,,Paper Rex,13,6,7,,45:27
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,Breeze,Mega Minors,9,3,6,,Paper Rex,13,4,9,,48:28
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Corrode,Nongshim RedForce,13,4,9,,Paper Rex,11,3,8,,49:17
